dev_id,latitude,longitude,co2,pm25,pm10
2.0,-5.542233338928781e-13,-1.2789769243681803e-12,-271.7207200440639,-0.08868609483751433,-0.05832957788793758
3.0,4.902744876744691e-13,-2.4158453015843406e-13,1.8477564102564088,0.02997209328028294,0.2232641191423519
4.0,0.0,0.0,-44.16059660187415,0.15354826930684196,0.3228924268461233
5.0,4.547473508864641e-13,8.100187187665142e-13,44.29912471417322,-0.20262773175394533,-0.4609823068560934
6.0,-1.1866063687193673e-12,-1.3216094885137863e-12,73.06466799340905,0.5203826153944919,0.32971689028696183
7.0,-8.384404281969182e-13,-1.7053025658242404e-13,104.4349408764972,-0.12360917652612424,-0.35926212804717905
8.0,-4.689582056016661e-13,-3.552713678800501e-13,-182.44562573267126,0.11662113413732222,0.041751568482433665
9.0,-1.4708234630234074e-12,-1.4210854715202004e-13,40.55068292552073,-0.1008116827694514,-0.0843872081624295
10.0,9.450218385609332e-13,-2.9700686354772188e-12,-155.0008345253711,0.7303165379661558,0.8650170050866874
11.0,6.536993168992922e-13,3.268496584496461e-13,-20.97501140457689,-0.2647594981267758,-0.3880645265573981
